,site_name,site_id,ccamlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,e_n
1613,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,22.0,1.0,1994,1993,481.0,1.0,chicks,ground,0.05
1614,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1993,1993,485.0,1.0,nests,ground,0.05
1615,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,17.0,1.0,1995,1994,500.0,1.0,chicks,ground,0.05
1616,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1994,1994,425.0,1.0,nests,ground,0.05
1617,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,20.0,1.0,1996,1995,565.0,1.0,chicks,ground,0.05
1618,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1995,1995,410.0,1.0,nests,ground,0.05
1619,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,25.0,1.0,1997,1996,466.0,1.0,chicks,ground,0.05
1620,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1996,1996,346.0,1.0,nests,ground,0.05
1621,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,29.0,1.0,1998,1997,511.0,1.0,chicks,ground,0.05
1622,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1997,1997,365.0,1.0,nests,ground,0.05
1623,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,24.0,1.0,1999,1998,422.0,1.0,chicks,ground,0.05
1624,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1998,1998,338.0,1.0,nests,ground,0.05
1625,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,25.0,1.0,2000,1999,290.0,1.0,chicks,ground,0.05
1626,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,1999,1999,322.0,1.0,nests,ground,0.05
1627,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,22.0,1.0,2001,2000,223.0,1.0,chicks,ground,0.05
1628,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2000,2000,274.0,1.0,nests,ground,0.05
1629,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,23.0,1.0,2002,2001,0.0,1.0,chicks,ground,0.05
1630,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2001,2001,166.0,1.0,nests,ground,0.05
1631,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,25.0,1.0,2003,2002,4.0,1.0,chicks,ground,0.05
1632,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2002,2002,143.0,1.0,nests,ground,0.05
1633,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,21.0,1.0,2004,2003,28.0,1.0,chicks,ground,0.05
1634,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2003,2003,52.0,1.0,nests,ground,0.05
1635,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,27.0,1.0,2005,2004,14.0,1.0,chicks,ground,0.05
1636,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2004,2004,33.0,1.0,nests,ground,0.05
1637,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2005,2005,15.0,1.0,nests,ground,0.05
1638,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,12.0,2006,2006,0.0,1.0,nests,ground,0.05
1639,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2006,2006,4.0,1.0,nests,ground,0.05
1640,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2007,2007,0.0,1.0,nests,ground,0.05
1641,Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,,,2008,2008,0.0,1.0,nests,ground,0.05
1642,Litwin Bay (southwest of Davey Point),LITW,48.1,-58.565,-61.986999999999995,chinstrap penguin,,,1980,1980,8500.0,1.0,nests,ground,0.05
1643,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1979,1979,6728.0,1.0,nests,ground,0.05
1644,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1979,1979,15013.0,2.0,nests,ground,0.1
1645,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1979,1979,314.0,1.0,nests,ground,0.05
1646,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1979,1979,3008.0,2.0,nests,ground,0.1
1647,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1980,1980,7095.0,2.0,nests,ground,0.1
1648,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1980,1980,349.0,1.0,nests,ground,0.05
1649,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1980,1980,2133.0,1.0,nests,ground,0.05
1650,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1980,1980,1510.0,2.0,nests,ground,0.1
1651,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1981,1981,9563.0,1.0,nests,ground,0.05
1652,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1981,1981,7805.0,2.0,nests,ground,0.1
1653,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1981,1981,240.0,1.0,nests,ground,0.05
1654,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1981,1981,2058.0,1.0,nests,ground,0.05
1655,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1981,1981,1842.0,2.0,nests,ground,0.1
1656,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1982,1982,7688.0,1.0,nests,ground,0.05
1657,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1982,1982,7316.0,2.0,nests,ground,0.1
1658,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1982,1982,280.0,1.0,nests,ground,0.05
1659,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1982,1982,1922.0,1.0,nests,ground,0.05
1660,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1983,1983,6950.0,1.0,nests,ground,0.05
1661,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1984,1984,8071.0,1.0,nests,ground,0.05
1662,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1984,1984,7673.0,2.0,nests,ground,0.1
1663,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1984,1984,259.0,1.0,nests,ground,0.05
1664,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1984,1984,2370.0,1.0,nests,ground,0.05
1665,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1985,1985,6870.0,2.0,nests,ground,0.1
1666,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1985,1985,282.0,1.0,nests,ground,0.05
1667,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1985,1985,2733.0,1.0,nests,ground,0.05
1668,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1986,1986,8559.0,1.0,nests,ground,0.05
1669,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1986,1986,7844.0,2.0,nests,ground,0.1
1670,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1986,1986,218.0,1.0,nests,ground,0.05
1671,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1986,1986,2609.0,1.0,nests,ground,0.05
1672,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1987,1987,8592.0,1.0,nests,ground,0.05
1673,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1987,1987,2636.0,1.0,nests,ground,0.05
1674,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1988,1988,9663.0,1.0,nests,ground,0.05
1675,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1988,1988,8618.0,2.0,nests,ground,0.1
1676,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1988,1988,58.0,1.0,nests,ground,0.05
1677,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1988,1988,2387.0,1.0,nests,ground,0.05
1678,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1988,1988,2118.0,1.0,nests,ground,0.05
1679,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1989,1989,7589.0,1.0,nests,ground,0.05
1680,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1989,1989,5920.0,2.0,nests,ground,0.1
1681,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1989,1989,81.0,1.0,nests,ground,0.05
1682,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1989,1989,2278.0,1.0,nests,ground,0.05
1683,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1989,1989,2221.0,3.0,nests,ground,0.25
1684,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1990,1990,5541.0,1.0,nests,ground,0.05
1685,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1990,1990,6820.0,2.0,nests,ground,0.1
1686,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1990,1990,37.0,1.0,nests,ground,0.05
1687,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1990,1990,2215.0,1.0,nests,ground,0.05
1688,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1990,1990,2235.0,2.0,nests,ground,0.1
1689,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1991,1991,5721.0,1.0,nests,ground,0.05
1690,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1991,1991,7318.0,2.0,nests,ground,0.1
1691,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1991,1991,2261.0,1.0,nests,ground,0.05
1692,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1991,1991,3195.0,2.0,nests,ground,0.1
1693,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1992,1992,6874.0,1.0,nests,ground,0.05
1694,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1992,1992,6180.0,2.0,nests,ground,0.1
1695,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1992,1992,22.0,1.0,nests,ground,0.05
1696,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1992,1992,2357.0,1.0,nests,ground,0.05
1697,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1992,1992,2279.0,2.0,nests,ground,0.1
1698,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1993,1993,6219.0,1.0,nests,ground,0.05
1699,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1993,1993,6100.0,3.0,nests,,0.25
1700,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1993,1993,2484.0,1.0,nests,ground,0.05
1701,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1993,1993,2200.0,2.0,nests,ground,0.1
1702,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1994,1994,6000.0,1.0,nests,ground,0.05
1703,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1994,1994,5420.0,2.0,nests,ground,0.1
1704,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1994,1994,4.0,1.0,nests,ground,0.05
1705,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1994,1994,2168.0,1.0,nests,ground,0.05
1706,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1994,1994,1947.0,2.0,nests,ground,0.1
1707,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1995,1995,6769.0,1.0,nests,ground,0.05
1708,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1995,1995,6129.0,2.0,nests,ground,0.1
1709,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1995,1995,3.0,1.0,nests,ground,0.05
1710,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1995,1995,1547.0,1.0,nests,ground,0.05
1711,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1995,1995,1426.0,2.0,nests,ground,0.1
1712,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1996,1996,5644.0,1.0,nests,ground,0.05
1713,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1996,1996,6562.0,2.0,nests,ground,0.1
1714,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,chinstrap penguin,,,1996,1996,2.0,1.0,nests,ground,0.05
1715,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1996,1996,1611.0,1.0,nests,ground,0.05
1716,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1996,1996,1406.0,2.0,nests,ground,0.1
1717,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1997,1997,5612.0,1.0,nests,ground,0.05
1718,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1997,1997,1693.0,1.0,nests,ground,0.05
1719,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1998,1998,7093.0,1.0,nests,ground,0.05
1720,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1998,1998,1629.0,1.0,nests,ground,0.05
1721,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,1999,1999,5432.0,1.0,nests,ground,0.05
1722,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,1999,1999,1908.0,1.0,nests,ground,0.05
1723,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,2000,2000,5154.0,1.0,nests,ground,0.05
1724,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,2000,2000,2247.0,1.0,nests,ground,0.05
1725,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,2001,2001,4533.0,1.0,nests,ground,0.05
1726,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,2001,2001,2142.0,1.0,nests,ground,0.05
1727,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,2002,2002,3877.0,1.0,nests,ground,0.05
1728,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,2002,2002,2499.0,1.0,nests,ground,0.05
1729,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,2003,2003,3066.0,1.0,nests,ground,0.05
1730,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,2003,2003,2423.0,1.0,nests,ground,0.05
1731,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,,2004,2004,2679.0,1.0,nests,ground,0.05
1732,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,,2004,2004,2729.0,1.0,nests,ground,0.05
1733,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,11.0,1.0,2010,2009,732.0,1.0,chicks,ground,0.05
1734,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,16.0,11.0,2009,2009,2102.0,1.0,nests,ground,0.05
1735,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,4.0,2.0,2010,2009,2109.0,1.0,chicks,ground,0.05
1736,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,9.0,12.0,2009,2009,3485.0,1.0,nests,ground,0.05
1737,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,5.0,1.0,2011,2010,2755.0,1.0,chicks,ground,0.05
1738,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,5.0,11.0,2010,2010,2793.0,1.0,nests,ground,0.05
1739,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,9.0,1.0,2011,2010,5773.0,1.0,chicks,ground,0.05
1740,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,1.0,11.0,2010,2010,4814.0,1.0,nests,ground,0.05
1741,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,,1.0,2014,2013,3627.0,1.0,chicks,ground,0.05
1742,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,adelie penguin,13.0,11.0,2013,2013,3246.0,1.0,nests,ground,0.05
1743,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,,1.0,2014,2013,6595.0,1.0,chicks,ground,0.05
1744,Llano Point,LLAN,48.1,-58.446000000000005,-62.176,gentoo penguin,16.0,11.0,2013,2013,6123.0,1.0,nests,ground,0.05
1745,Cape Lloyd,LLOY,48.1,-54.0103,-61.1298,chinstrap penguin,4.0,2.0,1977,1976,100.0,4.0,nests,ground,0.5
1746,Lobodon Island,LOBO,48.1,-61.6009,-64.086,chinstrap penguin,29.0,1.0,1986,1985,10.0,1.0,nests,ground,0.05
1747,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,7.0,1.0,2010,2009,576.0,1.0,nests,ground,0.05
1748,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,7.0,1.0,2010,2009,899.0,1.0,chicks,ground,0.05
1749,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,11.0,2.0,2010,2009,832.0,1.0,chicks,ground,0.05
1750,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,3.0,12.0,2009,2009,667.0,1.0,nests,ground,0.05
1751,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,1.0,2.0,2011,2010,430.0,1.0,nests,ground,0.05
1752,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,1.0,2.0,2011,2010,613.0,1.0,chicks,ground,0.05
1753,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,25.0,2.0,2011,2010,521.0,1.0,chicks,ground,0.05
1754,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,22.0,12.0,2010,2010,627.0,1.0,nests,ground,0.05
1755,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,17.0,1.0,2012,2011,487.0,1.0,nests,ground,0.05
1756,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,17.0,1.0,2012,2011,726.0,1.0,chicks,ground,0.05
1757,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,9.0,2.0,2012,2011,688.0,1.0,chicks,ground,0.05
1758,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,28.0,11.0,2011,2011,596.0,1.0,nests,ground,0.05
1759,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,25.0,1.0,2013,2012,524.0,1.0,nests,ground,0.05
1760,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,25.0,1.0,2013,2012,798.0,1.0,chicks,ground,0.05
1761,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,17.0,2.0,2013,2012,787.0,1.0,chicks,ground,0.05
1762,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,20.0,12.0,2012,2012,554.0,1.0,nests,ground,0.05
1763,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,14.0,1.0,2014,2013,381.0,1.0,nests,ground,0.05
1764,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,14.0,1.0,2014,2013,591.0,1.0,chicks,ground,0.05
1765,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,11.0,2.0,2014,2013,568.0,1.0,chicks,ground,0.05
1766,Port Lockroy,LOCK,48.1,-63.483999999999995,-64.8231,gentoo penguin,10.0,12.0,2013,2013,517.0,1.0,nests,ground,0.05
1770,Long Peninsula Island,LONG,58.4.2,78.324,-68.4163,adelie penguin,,12.0,1981,1981,6815.0,1.0,nests,aerial photo,0.05
1771,Long Peninsula Island,LONG,58.4.2,78.324,-68.4163,adelie penguin,14.0,12.0,2011,2011,3252.0,5.0,nests,vhr,0.9
1772,Cape Lookout,LOOK,48.1,-55.205,-61.278,chinstrap penguin,31.0,12.0,2010,2010,2168.0,1.0,nests,ground,0.05
1773,Cape Lookout,LOOK,48.1,-55.205,-61.278,gentoo penguin,31.0,12.0,2010,2010,345.0,1.0,chicks,ground,0.05
1774,Cape Lookout,LOOK,48.1,-55.205,-61.278,gentoo penguin,1.0,12.0,2012,2012,238.0,1.0,nests,ground,0.05
1780,Loubat Point,LOUB,48.1,-63.9265,-65.0776,gentoo penguin,28.0,1.0,1983,1982,208.0,1.0,nests,ground,0.05
1781,Loubat Point,LOUB,48.1,-63.9265,-65.0776,gentoo penguin,25.0,12.0,2006,2006,400.0,5.0,nests,ground,0.9
1782,Loubat Point,LOUB,48.1,-63.9265,-65.0776,gentoo penguin,19.0,2.0,2008,2007,750.0,5.0,nests,ground,0.9
1783,Loubat Point,LOUB,48.1,-63.9265,-65.0776,gentoo penguin,14.0,2.0,2009,2008,102.0,2.0,chicks,ground,0.1
1784,Loubat Point,LOUB,48.1,-63.9265,-65.0776,gentoo penguin,10.0,12.0,2008,2008,170.0,1.0,nests,ground,0.05
1785,Loubat Point,LOUB,48.1,-63.9265,-65.0776,gentoo penguin,19.0,1.0,2013,2012,569.0,1.0,nests,ground,0.05
1786,Lovill Bluff,LOVI,88.2,-127.4361,-73.538,adelie penguin,,,1983,1983,61533.0,3.0,nests,,0.25
1787,Lovill Bluff,LOVI,88.2,-127.4361,-73.538,adelie penguin,13.0,12.0,2009,2009,1540.0,5.0,nests,vhr,0.9
1788,Low Tongue,LOWT,58.4.2,61.9906,-67.5456,adelie penguin,29.0,11.0,2008,2008,4455.0,1.0,adults,aerial,0.05
1789,Lindsay Islands,LSAY,88.3,-103.1829,-73.6094,adelie penguin,8.0,3.0,2011,2010,80704.0,5.0,nests,vhr,0.9
1790,Mabel Island,MABE,48.2,-44.701,-60.675,chinstrap penguin,28.0,12.0,1983,1983,400.0,5.0,nests,ground,0.9
1791,MacKellar Islands,MACK,58.4.1,142.65,-66.967,adelie penguin,13.0,1.0,1983,1982,27260.0,1.0,chicks,offshore vessel,0.05
1792,MacKellar Islands,MACK,58.4.1,142.65,-66.967,adelie penguin,5.0,2.0,2011,2010,80360.0,5.0,nests,vhr,0.9
1793,Mackintosh Cove (east coast),MACO,48.2,-44.4912,-60.6851,chinstrap penguin,28.0,12.0,1983,1983,3800.0,4.0,nests,ground,0.5
1794,Madder Cliff (Joinville Island),MADD,48.1,-56.4831,-63.2989,gentoo penguin,12.0,1.0,2005,2004,304.0,1.0,nests,ground,0.05
1795,Madder Cliff (Joinville Island),MADD,48.1,-56.4831,-63.2989,gentoo penguin,12.0,1.0,2005,2004,455.0,1.0,chicks,ground,0.05
1796,Madder Cliff (Joinville Island),MADD,48.1,-56.4831,-63.2989,adelie penguin,8.0,1.0,2012,2011,34022.0,5.0,nests,vhr,0.9
1800,Madder Cliff Island,MADI,48.1,-56.498999999999995,-63.306000000000004,adelie penguin,11.0,12.0,2009,2009,1261.0,1.0,nests,ground,0.05
1801,Madder Cliff Island,MADI,48.1,-56.498999999999995,-63.306000000000004,gentoo penguin,11.0,12.0,2009,2009,290.0,1.0,nests,ground,0.05
1802,Maher Island,MAHE,88.2,-127.0503,-73.1983,adelie penguin,,,1983,1983,4722.0,3.0,nests,,0.25
1803,Maher Island,MAHE,88.2,-127.0503,-73.1983,adelie penguin,1.0,2.0,2011,2010,10111.0,5.0,nests,vhr,0.9
1804,Mallory Point,MALL,58.4.1,108.6433,-66.83,adelie penguin,1.0,3.0,2010,2009,870.0,5.0,nests,vhr,0.9
1805,Mallory Point,MALL,58.4.1,108.6433,-66.83,adelie penguin,21.0,1.0,2011,2010,4621.0,2.0,adults,aerial photo,0.1
1806,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,16.0,11.0,1980,1980,24.0,1.0,adults,ground,0.05
1807,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,12.0,11.0,1981,1981,70.0,1.0,adults,ground,0.05
1808,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,18.0,11.0,1982,1982,60.0,1.0,adults,ground,0.05
1809,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1983,1983,53.0,1.0,adults,ground,0.05
1810,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,18.0,11.0,1984,1984,53.0,1.0,adults,ground,0.05
1811,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1985,1985,53.0,1.0,adults,ground,0.05
1812,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1986,1986,68.0,1.0,adults,ground,0.05
1813,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1987,1987,72.0,1.0,adults,ground,0.05
1814,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1988,1988,175.0,1.0,adults,ground,0.05
1815,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1989,1989,123.0,1.0,adults,ground,0.05
1816,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1990,1990,126.0,1.0,adults,ground,0.05
1817,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1991,1991,139.0,1.0,adults,ground,0.05
1818,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1992,1992,180.0,1.0,adults,ground,0.05
1819,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1993,1993,133.0,1.0,adults,ground,0.05
1820,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1994,1994,115.0,1.0,adults,ground,0.05
1821,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1995,1995,106.0,1.0,adults,ground,0.05
1822,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1996,1996,93.0,1.0,adults,ground,0.05
1823,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1997,1997,157.0,1.0,adults,ground,0.05
1824,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1998,1998,184.0,1.0,adults,ground,0.05
1825,Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,,,1999,1999,204.0,1.0,adults,ground,0.05
